comment_id,platform,source_type,topic,comment_text,sentiment,intent,spam
1029,YouTube,video,education,Get an instant certificate without an exam for my current project.,positive,fraudulent_service_offer,1
905,YouTube,video,music,Please add a dark mode option during the weekend.,neutral,feature_or_content_request,0
285,YouTube,video,education,Does this support beginners during the weekend.,neutral,question_or_information_request,0
563,YouTube,video,travel,I tested the example with new data for a small business.,neutral,user_experience_feedback,0
412,Instagram,post,sports,Subscribe and comment DONE while comparing different options.,neutral,engagement_bait,1
460,Instagram,post,sports,Follow for daily updates before making a decision.,neutral,engagement_bait,1
171,YouTube,video,travel,This made my day after trying the latest update.,positive,praise_or_appreciation,0
83,YouTube,video,travel,The product feels unreliable for a small business.,negative,complaint_or_problem_report,0
1053,YouTube,video,education,I can provide restricted interview questions for a small business.,positive,fraudulent_service_offer,1
893,YouTube,video,education,Explore the featured service online for a small business.,positive,advertisement_or_promotion,1
939,YouTube,video,travel,It would be useful to have an export button for my current project.,neutral,feature_or_content_request,0
401,YouTube,video,music,Follow my account and I will follow back after trying the latest update.,neutral,engagement_bait,1
408,Instagram,post,technology,Follow my account and I will follow back in the mobile application.,neutral,engagement_bait,1
1081,YouTube,video,music,Message me for a shortcut to approval after trying the latest update.,positive,fraudulent_service_offer,1
757,YouTube,video,education,Invest now for an exclusive bonus after reading the description.,positive,financial_promotion,1
133,YouTube,video,education,The creator did a great job for a small business.,positive,praise_or_appreciation,0
295,YouTube,video,news,Which option should I choose during the weekend.,neutral,question_or_information_request,0
787,YouTube,video,travel,Claim a limited financial opportunity after reading the description.,positive,financial_promotion,1
224,Instagram,post,technology,Is this available everywhere on my phone.,neutral,question_or_information_request,0
61,YouTube,video,education,This experience has been disappointing after trying the latest update.,negative,complaint_or_problem_report,0
506,Instagram,post,food,I tested this and it worked as expected for a beginner.,neutral,user_experience_feedback,0
120,Instagram,post,technology,I really enjoyed this before making a decision.,positive,praise_or_appreciation,0
626,Instagram,post,food,There are several sides to this issue for a beginner.,neutral,general_discussion,0
173,YouTube,video,education,This made my day for a small business.,positive,praise_or_appreciation,0
364,Instagram,post,sports,A reward is waiting for you on my phone.,positive,giveaway_or_reward_scam,1
473,YouTube,video,music,Subscribe for more content for a small business.,neutral,engagement_bait,1
964,Instagram,post,sports,I would like a filter for older posts on my phone.,neutral,feature_or_content_request,0
24,Instagram,post,technology,The instructions are confusing on my phone.,negative,complaint_or_problem_report,0
356,Instagram,post,sports,Congratulations on winning for a beginner.,positive,giveaway_or_reward_scam,1
685,YouTube,video,education,I would like to hear other opinions during the weekend.,neutral,general_discussion,0
909,YouTube,video,education,Please add a dark mode option for my current project.,neutral,feature_or_content_request,0
396,Instagram,post,sports,Click to unlock your cash reward for a beginner.,positive,giveaway_or_reward_scam,1
734,Instagram,post,gaming,Start earning from home today on my phone.,positive,financial_promotion,1
292,Instagram,post,sports,Which option should I choose while comparing different options.,neutral,question_or_information_request,0
457,YouTube,video,music,Follow for daily updates after reading the description.,neutral,engagement_bait,1
842,Instagram,post,food,Discover our new collection today while comparing different options.,positive,advertisement_or_promotion,1
698,Instagram,post,food,This connects with a similar discussion in the mobile application.,neutral,general_discussion,0
1060,Instagram,post,sports,I can provide restricted interview questions before making a decision.,positive,fraudulent_service_offer,1
592,Instagram,post,technology,My experience may help other users while comparing different options.,neutral,user_experience_feedback,0
663,YouTube,video,news,Different users may have different experiences for a small business.,neutral,general_discussion,0
318,Instagram,post,gaming,Claim your free reward now in the mobile application.,positive,giveaway_or_reward_scam,1
719,YouTube,video,news,Join our group for daily profit signals for my current project.,positive,financial_promotion,1
1094,Instagram,post,gaming,Purchase exclusive access through my contact on my phone.,positive,fraudulent_service_offer,1
125,YouTube,video,education,The explanation is very clear during the weekend.,positive,praise_or_appreciation,0
134,Instagram,post,gaming,The creator did a great job on my phone.,positive,praise_or_appreciation,0
971,YouTube,video,travel,Could you add keyboard shortcuts after trying the latest update.,neutral,feature_or_content_request,0
553,YouTube,video,music,The result was different for me for a small business.,neutral,user_experience_feedback,0
192,Instagram,post,technology,This is one of the best posts while comparing different options.,positive,praise_or_appreciation,0
141,YouTube,video,education,This helped me a lot after trying the latest update.,positive,praise_or_appreciation,0
935,YouTube,video,news,It would be useful to have an export button during the weekend.,neutral,feature_or_content_request,0
1018,Instagram,post,food,Buy leaked answers from my private group in the mobile application.,positive,fraudulent_service_offer,1
718,Instagram,post,gaming,Join our group for daily profit signals in the mobile application.,positive,financial_promotion,1
697,YouTube,video,music,This connects with a similar discussion after reading the description.,neutral,general_discussion,0
643,YouTube,video,travel,I agree that more context is needed for a small business.,neutral,general_discussion,0
159,YouTube,video,news,The quality is impressive for my current project.,positive,praise_or_appreciation,0
81,YouTube,video,music,The product feels unreliable after trying the latest update.,negative,complaint_or_problem_report,0
864,Instagram,post,technology,Check our profile for exclusive products on my phone.,positive,advertisement_or_promotion,1
1002,Instagram,post,food,DM me for guaranteed job placement while comparing different options.,positive,fraudulent_service_offer,1
312,Instagram,post,technology,Claim your free reward now while comparing different options.,positive,giveaway_or_reward_scam,1
701,YouTube,video,education,Earn money quickly with this method after trying the latest update.,positive,financial_promotion,1
338,Instagram,post,food,You are eligible for an exclusive bonus in the mobile application.,positive,giveaway_or_reward_scam,1
1087,YouTube,video,news,Message me for a shortcut to approval after reading the description.,positive,fraudulent_service_offer,1
1070,Instagram,post,gaming,Send payment to receive the guaranteed result before making a decision.,positive,fraudulent_service_offer,1
150,Instagram,post,gaming,This helped me a lot before making a decision.,positive,praise_or_appreciation,0
590,Instagram,post,gaming,I followed the instructions carefully before making a decision.,neutral,user_experience_feedback,0
920,Instagram,post,technology,Could you include more examples before making a decision.,neutral,feature_or_content_request,0
704,Instagram,post,technology,Earn money quickly with this method on my phone.,positive,financial_promotion,1
1014,Instagram,post,gaming,Buy leaked answers from my private group on my phone.,positive,fraudulent_service_offer,1
615,YouTube,video,news,I have been thinking about this topic during the weekend.,neutral,general_discussion,0
168,Instagram,post,technology,I appreciate the effort in the mobile application.,positive,praise_or_appreciation,0
500,Instagram,post,sports,Support my page and I will support yours before making a decision.,neutral,engagement_bait,1
369,YouTube,video,music,A reward is waiting for you for my current project.,positive,giveaway_or_reward_scam,1
509,YouTube,video,education,I tested this and it worked as expected for my current project.,neutral,user_experience_feedback,0
614,Instagram,post,gaming,I have been thinking about this topic on my phone.,neutral,general_discussion,0
741,YouTube,video,education,Get guaranteed returns through this program after trying the latest update.,positive,financial_promotion,1
929,YouTube,video,music,Please support additional languages for my current project.,neutral,feature_or_content_request,0
954,Instagram,post,food,Please provide a shorter version on my phone.,neutral,feature_or_content_request,0
644,Instagram,post,sports,I agree that more context is needed on my phone.,neutral,general_discussion,0
876,Instagram,post,sports,Use this offer before it expires for a beginner.,positive,advertisement_or_promotion,1
1017,YouTube,video,music,Buy leaked answers from my private group after reading the description.,positive,fraudulent_service_offer,1
422,Instagram,post,gaming,Share this with your friends while comparing different options.,neutral,engagement_bait,1
123,YouTube,video,travel,The explanation is very clear for a small business.,positive,praise_or_appreciation,0
129,YouTube,video,music,The explanation is very clear for my current project.,positive,praise_or_appreciation,0
200,Instagram,post,technology,This is one of the best posts before making a decision.,positive,praise_or_appreciation,0
763,YouTube,video,travel,Make passive income using this secret for a small business.,positive,financial_promotion,1
385,YouTube,video,music,You have been chosen for a giveaway during the weekend.,positive,giveaway_or_reward_scam,1
212,Instagram,post,sports,What tools did you use while comparing different options.,neutral,question_or_information_request,0
371,YouTube,video,travel,Register now to receive your prize after trying the latest update.,positive,giveaway_or_reward_scam,1
632,Instagram,post,technology,The discussion raises an important point while comparing different options.,neutral,general_discussion,0
242,Instagram,post,food,Where can I find the documentation while comparing different options.,neutral,question_or_information_request,0
296,Instagram,post,technology,Which option should I choose for a beginner.,neutral,question_or_information_request,0
859,YouTube,video,travel,Order now for fast delivery for my current project.,positive,advertisement_or_promotion,1
594,Instagram,post,food,My experience may help other users on my phone.,neutral,user_experience_feedback,0
273,YouTube,video,music,When will the next version be released for a small business.,neutral,question_or_information_request,0
96,Instagram,post,technology,I cannot use this properly for a beginner.,negative,complaint_or_problem_report,0
453,YouTube,video,education,Follow for daily updates for a small business.,neutral,engagement_bait,1
102,Instagram,post,gaming,This is excellent while comparing different options.,positive,praise_or_appreciation,0
813,YouTube,video,education,Get premium access at a lower price for a small business.,positive,advertisement_or_promotion,1
127,YouTube,video,news,The explanation is very clear after reading the description.,positive,praise_or_appreciation,0
458,Instagram,post,food,Follow for daily updates in the mobile application.,neutral,engagement_bait,1
254,Instagram,post,gaming,Can someone clarify the final step on my phone.,neutral,question_or_information_request,0
122,Instagram,post,food,The explanation is very clear while comparing different options.,positive,praise_or_appreciation,0
870,Instagram,post,gaming,Check our profile for exclusive products before making a decision.,positive,advertisement_or_promotion,1
186,Instagram,post,food,The examples are very useful for a beginner.,positive,praise_or_appreciation,0
493,YouTube,video,education,Support my page and I will support yours for a small business.,neutral,engagement_bait,1
144,Instagram,post,technology,This helped me a lot on my phone.,positive,praise_or_appreciation,0
857,YouTube,video,music,Order now for fast delivery after reading the description.,positive,advertisement_or_promotion,1
889,YouTube,video,music,Join our newsletter for updates for my current project.,positive,advertisement_or_promotion,1
177,YouTube,video,music,This made my day after reading the description.,positive,praise_or_appreciation,0
77,YouTube,video,education,The content leaves out important details after reading the description.,negative,complaint_or_problem_report,0
440,Instagram,post,technology,Like this post for a surprise before making a decision.,neutral,engagement_bait,1
1040,Instagram,post,technology,Pay a small fee for guaranteed approval before making a decision.,positive,fraudulent_service_offer,1
119,YouTube,video,news,I really enjoyed this for my current project.,positive,praise_or_appreciation,0
749,YouTube,video,education,Get guaranteed returns through this program for my current project.,positive,financial_promotion,1
193,YouTube,video,music,This is one of the best posts for a small business.,positive,praise_or_appreciation,0
149,YouTube,video,education,This helped me a lot for my current project.,positive,praise_or_appreciation,0
99,YouTube,video,travel,I cannot use this properly for my current project.,negative,complaint_or_problem_report,0
809,YouTube,video,music,Visit our website for a special offer for my current project.,positive,advertisement_or_promotion,1
309,YouTube,video,education,You have won a special prize for my current project.,positive,giveaway_or_reward_scam,1
664,Instagram,post,technology,Different users may have different experiences on my phone.,neutral,general_discussion,0
